# Generated by bourbaki pagemap build. Do not edit.
# book=lie-ii-iii-fr grammar=head-number pagination=continuous pdf_pages=318
pdf_page	chapter	page	confidence
159	III	161	interpolated
160	III	162	head
161	III	163	interpolated
162	III	164	head
163	III	165	interpolated
164	III	166	head
165	III	167	interpolated
166	III	168	head
167	III	169	interpolated
168	III	170	head
169	III	171	interpolated
170	III	172	head
171	III	173	interpolated
172	III	174	head
173	III	175	interpolated
174	III	176	head
175	III	177	interpolated
176	III	178	head
177	III	179	interpolated
178	III	180	head
179	III	181	interpolated
180	III	182	head
181	III	183	interpolated
182	III	184	head
183	III	185	head
184	III	186	head
185	III	187	interpolated
186	III	188	head
187	III	189	head
188	III	190	interpolated
189	III	191	interpolated
190	III	192	head
191	III	193	interpolated
192	III	194	head
193	III	195	interpolated
194	III	196	head
195	III	197	interpolated
196	III	198	head
197	III	199	interpolated
198	III	200	head
199	III	201	interpolated
200	III	202	head
201	III	203	interpolated
202	III	204	head
203	III	205	interpolated
204	III	206	head
205	III	207	interpolated
206	III	208	head
207	III	209	interpolated
208	III	210	head
209	III	211	interpolated
210	III	212	head
211	III	213	interpolated
212	III	214	head
213	III	215	interpolated
214	III	216	head
215	III	217	interpolated
216	III	218	head
217	III	219	interpolated
218	III	220	head
219	III	221	interpolated
220	III	222	head
221	III	223	interpolated
222	III	224	head
223	III	225	head
224	III	226	head
225	III	227	head
226	III	228	head
227	III	229	head
228	III	230	head
229	III	231	interpolated
230	III	232	head
231	III	233	head
232	III	234	head
233	III	235	interpolated
234	III	236	head
235	III	237	interpolated
236	III	238	head
237	III	239	head
238	III	240	head
239	III	241	interpolated
240	III	242	head
241	III	243	interpolated
242	III	244	head
243	III	245	head
244	III	246	head
245	III	247	interpolated
246	III	248	head
247	III	249	interpolated
248	III	250	head
249	III	251	interpolated
250	III	252	head
251	III	253	head
252	III	254	head
253	III	255	interpolated
254	III	256	interpolated
255	III	257	interpolated
256	III	258	head
257	III	259	head
258	III	260	interpolated
259	III	261	head
260	III	262	interpolated
261	III	263	head
262	III	264	head
263	III	265	head
264	III	266	head
265	III	267	head
266	III	268	head
267	III	269	head
268	III	270	head
269	III	271	head
270	III	272	head
271	III	273	head
272	III	274	head
273	III	275	interpolated
274	III	276	head
275	III	277	head
276	III	278	head
277	III	279	head
278	III	280	head
279	III	281	head
280	III	282	head
281	III	283	head
282	III	284	head
283	III	285	head
284	III	286	interpolated
285	III	287	head
286	III	288	head
287	III	289	interpolated
288	III	290	head
289	III	291	head
290	III	292	head
291	III	293	head
292	III	294	head
293	III	295	head
294	III	296	head
295	III	297	head
296	III	298	head
297	III	299	head
298	III	300	head
299	III	301	head
300	III	302	head
301	III	303	head
302	III	304	head
303	III	305	head
304	III	306	interpolated
305	III	307	head
306	III	308	head
307	III	309	interpolated
308	III	310	head
309	III	311	interpolated
310	III	312	interpolated
311	III	313	head
312	III	314	head
313	III	315	interpolated
314	III	316	interpolated
315	III	317	interpolated
316	III	318	interpolated
317	III	319	interpolated
318	III	320	interpolated
